ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,holiday,holiday_lower,holiday_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,season_0.0,season_0.0_lower,season_0.0_upper,season_1.0,season_1.0_lower,season_1.0_upper,season_2.0,season_2.0_lower,season_2.0_upper,season_3.0,season_3.0_lower,season_3.0_upper,t1,t1_lower,t1_upper,t2,t2_lower,t2_upper,weekend,weekend_lower,weekend_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2015-01-14,3705.5077513150686,3208.3540683177935,4459.854549049583,3705.5077513150686,3705.5077513150686,-0.07188982257831661,-0.07188982257831661,-0.07188982257831661,0.0,0.0,0.0,0.03871825020569716,0.03871825020569716,0.03871825020569716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3130717446129188,0.3130717446129188,0.3130717446129188,-0.12762159909713866,-0.12762159909713866,-0.12762159909713866,0.05573177651882205,0.05573177651882205,0.05573177651882205,0.0,0.0,0.0,0.08444922032004772,0.08444922032004772,0.08444922032004772,-0.28691289214895277,-0.28691289214895277,-0.28691289214895277,0.0,0.0,0.0,3848.9785275696354
2015-01-15,3705.7000424465755,3240.6336172268284,4440.442026628462,3705.7000424465755,3705.7000424465755,-0.07139183692685323,-0.07139183692685323,-0.07139183692685323,0.0,0.0,0.0,0.038613786815825474,0.038613786815825474,0.038613786815825474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28914806539909665,0.28914806539909665,0.28914806539909665,-0.09306530557306181,-0.09306530557306181,-0.09306530557306181,0.021673468646208574,0.021673468646208574,0.021673468646208574,0.0,0.0,0.0,0.08063802999997512,0.08063802999997512,0.08063802999997512,-0.25978047165639306,-0.25978047165639306,-0.25978047165639306,0.0,0.0,0.0,3848.7911538890025
2015-01-16,3705.8923335780823,2654.191430607457,3898.822101830899,3705.8923335780823,3705.8923335780823,-0.1317137802066667,-0.1317137802066667,-0.1317137802066667,0.0,0.0,0.0,-0.12133125762409325,-0.12133125762409325,-0.12133125762409325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26003918549099414,0.26003918549099414,0.26003918549099414,-0.19673418614529242,-0.19673418614529242,-0.19673418614529242,0.06502040593862572,0.06502040593862572,0.06502040593862572,0.0,0.0,0.0,-0.02084113604586828,-0.02084113604586828,-0.02084113604586828,-0.2288155268625524,-0.2288155268625524,-0.2288155268625524,0.0,0.0,0.0,3256.251756125568
2015-01-17,3706.0846247095888,1242.6808064365212,2434.1463211939295,3706.0846247095888,3706.0846247095888,-0.1286175704000655,-0.1286175704000655,-0.1286175704000655,0.0,0.0,0.0,-0.503370766383521,-0.503370766383521,-0.503370766383521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22669167661262143,0.22669167661262143,0.22669167661262143,-0.19673418614529242,-0.19673418614529242,-0.19673418614529242,0.06811661574522694,0.06811661574522694,0.06811661574522694,-0.26144663825988923,-0.26144663825988923,-0.26144663825988923,-0.14555181645123133,-0.14555181645123133,-0.14555181645123133,-0.19444641788495648,-0.19444641788495648,-0.19444641788495648,0.0,0.0,0.0,1840.5499668873395
2015-01-18,3706.2769158410956,1206.7310474210105,2335.1539031589623,3706.2769158410956,3706.2769158410956,-0.17469262843216798,-0.17469262843216798,-0.17469262843216798,0.0,0.0,0.0,-0.5297375600112211,-0.5297375600112211,-0.5297375600112211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18985923142020097,0.18985923142020097,0.18985923142020097,-0.2428092441773949,-0.2428092441773949,-0.2428092441773949,0.06811661574522694,0.06811661574522694,0.06811661574522694,-0.2469729175372511,-0.2469729175372511,-0.2469729175372511,-0.14072735249794308,-0.14072735249794308,-0.14072735249794308,-0.15720389296405998,-0.15720389296405998,-0.15720389296405998,0.0,0.0,0.0,1742.9228257175198
2015-01-19,3706.4692069726025,2711.499512625263,3968.7132517685745,3706.4692069726025,3706.4692069726025,-0.17469262843216798,-0.17469262843216798,-0.17469262843216798,0.0,0.0,0.0,-0.09814662172596511,-0.09814662172596511,-0.09814662172596511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15011934676397143,0.15011934676397143,0.15011934676397143,-0.2428092441773949,-0.2428092441773949,-0.2428092441773949,0.06811661574522694,0.06811661574522694,0.06811661574522694,0.0,0.0,0.0,0.04413991403323435,0.04413991403323435,0.04413991403323435,-0.11771325409100293,-0.11771325409100293,-0.11771325409100293,0.0,0.0,0.0,3342.6917757769247
2015-01-20,3706.66149810411,2986.1010877413405,4214.790265879564,3706.66149810411,3706.66149810411,-0.16230778920576305,-0.16230778920576305,-0.16230778920576305,0.0,0.0,0.0,-0.03317249739441053,-0.03317249739441053,-0.03317249739441053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10792564820763949,0.10792564820763949,0.10792564820763949,-0.2428092441773949,-0.2428092441773949,-0.2428092441773949,0.08050145497163184,0.08050145497163184,0.08050145497163184,0.0,0.0,0.0,0.09789314064146523,0.09789314064146523,0.09789314064146523,-0.07668349703775221,-0.07668349703775221,-0.07668349703775221,0.0,0.0,0.0,3583.7022792162893
2015-01-21,3706.8537892356167,2758.556024112448,3983.9949113140433,3706.8537892356167,3706.8537892356167,-0.19996029253644115,-0.19996029253644115,-0.19996029253644115,0.0,0.0,0.0,-0.08671957574975765,-0.08671957574975765,-0.08671957574975765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06368509573293137,0.06368509573293137,0.06368509573293137,-0.27736553770147176,-0.27736553770147176,-0.27736553770147176,0.07740524516503061,0.07740524516503061,0.07740524516503061,0.0,0.0,0.0,0.08444922032010053,0.08444922032010053,0.08444922032010053,-0.03489359926634836,-0.03489359926634836,-0.03489359926634836,0.0,0.0,0.0,3385.3970012667223
2015-01-22,3707.0460803671235,2905.1830674028606,4100.364027859009,3707.0460803671235,3707.0460803671235,-0.1654039990123643,-0.1654039990123643,-0.1654039990123643,0.0,0.0,0.0,-0.0600958086971671,-0.0600958086971671,-0.0600958086971671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017846379861749643,0.017846379861749643,0.017846379861749643,-0.2428092441773949,-0.2428092441773949,-0.2428092441773949,0.07740524516503061,0.07740524516503061,0.07740524516503061,0.0,0.0,0.0,0.08063803000015513,0.08063803000015513,0.08063803000015513,0.006823780453292412,0.006823780453292412,0.006823780453292412,0.0,0.0,0.0,3484.2681482897974
2015-01-23,3707.2383714986304,2756.9075987125307,3930.0030489771016,3707.2383714986304,3707.2383714986304,-0.10558004138401424,-0.10558004138401424,-0.10558004138401424,0.0,0.0,0.0,-0.10783564733449374,-0.10783564733449374,-0.10783564733449374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029015311333843406,-0.029015311333843406,-0.029015311333843406,-0.17369665712924118,-0.17369665712924118,-0.17369665712924118,0.06811661574522694,0.06811661574522694,0.06811661574522694,0.0,0.0,0.0,-0.020841136045634943,-0.020841136045634943,-0.020841136045634943,0.04760084142899884,0.04760084142899884,0.04760084142899884,0.0,0.0,0.0,3307.4659218848014
2015-01-24,3707.4306626301372,1312.3315527991517,2522.0752879594706,3707.4306626301372,3707.4306626301372,-0.09492735159436788,-0.09492735159436788,-0.09492735159436788,0.0,0.0,0.0,-0.49150201859368026,-0.49150201859368026,-0.49150201859368026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07613120454926765,-0.07613120454926765,-0.07613120454926765,-0.15065912811318993,-0.15065912811318993,-0.15065912811318993,0.05573177651882205,0.05573177651882205,0.05573177651882205,-0.26144663826065684,-0.26144663826065684,-0.26144663826065684,-0.14555181645129184,-0.14555181645129184,-0.14555181645129184,0.08655499226190405,0.08655499226190405,0.08655499226190405,0.0,0.0,0.0,1885.2210081513192
2015-01-25,3707.6229537616437,1299.6927254377035,2478.3641286033685,3707.6229537616437,3707.6229537616437,-0.09492735159436788,-0.09492735159436788,-0.09492735159436788,0.0,0.0,0.0,-0.4823181509565043,-0.4823181509565043,-0.4823181509565043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12250104824526739,-0.12250104824526739,-0.12250104824526739,-0.15065912811318993,-0.15065912811318993,-0.15065912811318993,0.05573177651882205,0.05573177651882205,0.05573177651882205,-0.246972917536996,-0.246972917536996,-0.246972917536996,-0.1407273524978263,-0.1407273524978263,-0.1407273524978263,0.12281051891795322,0.12281051891795322,0.12281051891795322,0.0,0.0,0.0,1919.3691062594348
2015-01-26,3707.8152448931505,2940.9242738894063,4095.343192351003,3707.8152448931505,3707.8152448931505,-0.07894831690989836,-0.07894831690989836,-0.07894831690989836,0.0,0.0,0.0,-0.046179354692400386,-0.046179354692400386,-0.046179354692400386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16689197103517522,-0.16689197103517522,-0.16689197103517522,-0.11610283458911305,-0.11610283458911305,-0.11610283458911305,0.037154517679214696,0.037154517679214696,0.037154517679214696,0.0,0.0,0.0,0.04413991403332966,0.04413991403332966,0.04413991403332966,0.15552101921934353,0.15552101921934353,0.15552101921934353,0.0,0.0,0.0,3536.59072956534
2015-01-27,3708.0075360246574,3002.8553063215672,4235.650422070205,3708.0075360246574,3708.0075360246574,-0.10111977120757033,-0.10111977120757033,-0.10111977120757033,0.0,0.0,0.0,-0.027211391380381658,-0.027211391380381658,-0.027211391380381658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.207876772985724,-0.207876772985724,-0.207876772985724,-0.15065912811318993,-0.15065912811318993,-0.15065912811318993,0.0495393569056196,0.0495393569056196,0.0495393569056196,0.0,0.0,0.0,0.09789314064155068,0.09789314064155068,0.09789314064155068,0.18389201217136203,0.18389201217136203,0.18389201217136203,0.0,0.0,0.0,3607.107491720486
2015-01-28,3708.1998267622116,2980.7711156861765,4242.0205796991495,3708.1998267622116,3708.1998267622116,-0.07894831690989836,-0.07894831690989836,-0.07894831690989836,0.0,0.0,0.0,-0.03120514071690622,-0.03120514071690622,-0.03120514071690622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2439091493797699,-0.2439091493797699,-0.2439091493797699,-0.11610283458911305,-0.11610283458911305,-0.11610283458911305,0.037154517679214696,0.037154517679214696,0.037154517679214696,0.0,0.0,0.0,0.08444922032017863,0.08444922032017863,0.08444922032017863,0.2072031052525834,0.2072031052525834,0.2072031052525834,0.0,0.0,0.0,3592.4849293616894
2015-01-29,3708.3921174997654,2764.0369489196205,3912.592207154365,3708.3921174997654,3708.3921174997654,-0.12465528587508497,-0.12465528587508497,-0.12465528587508497,0.0,0.0,0.0,-0.0926166571844555,-0.0926166571844555,-0.0926166571844555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27342849584290657,-0.27342849584290657,-0.27342849584290657,-0.20825295065331803,-0.20825295065331803,-0.20825295065331803,0.08359766477823306,0.08359766477823306,0.08359766477823306,0.0,0.0,0.0,0.0806380300000782,0.0806380300000782,0.0806380300000782,0.2248290945334578,0.2248290945334578,0.2248290945334578,0.0,0.0,0.0,3364.9332360477524
2015-01-30,3708.5844082373196,2308.622943452091,3483.217772547693,3708.5844082373196,3708.5844082373196,-0.14236646999631303,-0.14236646999631303,-0.14236646999631303,0.0,0.0,0.0,-0.22193123824659877,-0.22193123824659877,-0.22193123824659877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2949830141077624,-0.2949830141077624,-0.2949830141077624,-0.21977171516134364,-0.21977171516134364,-0.21977171516134364,0.07740524516503061,0.07740524516503061,0.07740524516503061,0.0,0.0,0.0,-0.020841136045756714,-0.020841136045756714,-0.020841136045756714,0.23625938190323337,0.23625938190323337,0.23625938190323337,0.0,0.0,0.0,2885.5336783751814
2015-01-31,3708.7766989748734,773.4590445495289,1979.7195170082025,3708.7766989748734,3708.7766989748734,-0.15611536959256062,-0.15611536959256062,-0.15611536959256062,0.0,0.0,0.0,-0.6293560037192075,-0.6293560037192075,-0.6293560037192075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30735730036018616,-0.30735730036018616,-0.30735730036018616,-0.2428092441773949,-0.2428092441773949,-0.2428092441773949,0.0866938745848343,0.0866938745848343,0.0866938745848343,-0.2614466382605112,-0.2614466382605112,-0.2614466382605112,-0.14555181645137394,-0.14555181645137394,-0.14555181645137394,0.24111512094542453,0.24111512094542453,0.24111512094542453,0.0,0.0,0.0,1374.6358170211329
2015-02-01,3708.9689897124276,870.9273550399952,2095.2202368044104,3708.9689897124276,3708.9689897124276,-0.1361740503831106,-0.1361740503831106,-0.1361740503831106,0.0,0.0,0.0,-0.5944005233897123,-0.5944005233897123,-0.5944005233897123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30968975073552246,-0.30968975073552246,-0.30968975073552246,-0.21977171516134364,-0.21977171516134364,-0.21977171516134364,0.08359766477823306,0.08359766477823306,0.08359766477823306,-0.24697291753829018,-0.24697291753829018,-0.24697291753829018,-0.14072735249801152,-0.14072735249801152,-0.14072735249801152,0.23916354776522245,0.23916354776522245,0.23916354776522245,0.0,0.0,0.0,1504.3558809911483
2015-02-02,3709.1612804499814,2303.5586521616433,3492.260491583962,3709.1612804499814,3709.1612804499814,-0.19290179820485942,-0.19290179820485942,-0.19290179820485942,0.0,0.0,0.0,-0.2199989210885782,-0.2199989210885782,-0.2199989210885782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3015660513707329,-0.3015660513707329,-0.3015660513707329,-0.2888843022094974,-0.2888843022094974,-0.2888843022094974,0.09598250400463797,0.09598250400463797,0.09598250400463797,0.0,0.0,0.0,0.044139914033133,0.044139914033133,0.044139914033133,0.23032901445388113,0.23032901445388113,0.23032901445388113,0.0,0.0,0.0,2893.149800607456
2015-02-03,3709.353571187535,2524.538813453948,3724.394708524135,3709.353571187535,3709.353571187535,-0.17915289860861183,-0.17915289860861183,-0.17915289860861183,0.0,0.0,0.0,-0.14963704612310438,-0.14963704612310438,-0.14963704612310438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2830776076843344,-0.2830776076843344,-0.2830776076843344,-0.26584677319344613,-0.26584677319344613,-0.26584677319344613,0.0866938745848343,0.0866938745848343,0.0866938745848343,0.0,0.0,0.0,0.0978931406414984,0.0978931406414984,0.0978931406414984,0.21470031952834348,0.21470031952834348,0.21470031952834348,0.0,0.0,0.0,3154.296859768844
2015-02-04,3709.5458619250894,2538.4690561892976,3789.361116859318,3709.5458619250894,3709.5458619250894,-0.16230778920576305,-0.16230778920576305,-0.16230778920576305,0.0,0.0,0.0,-0.14016223388569257,-0.14016223388569257,-0.14016223388569257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25483768475874263,-0.25483768475874263,-0.25483768475874263,-0.2428092441773949,-0.2428092441773949,-0.2428092441773949,0.08050145497163184,0.08050145497163184,0.08050145497163184,0.0,0.0,0.0,0.08444922032015117,0.08444922032015117,0.08444922032015117,0.192534019758662,0.192534019758662,0.192534019758662,0.0,0.0,0.0,3189.607627216242
2015-02-05,3709.738152662643,2613.9931875318966,3777.5305943957187,3709.738152662643,3709.738152662643,-0.16230778920576305,-0.16230778920576305,-0.16230778920576305,0.0,0.0,0.0,-0.13536904587823556,-0.13536904587823556,-0.13536904587823556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21795279571356158,-0.21795279571356158,-0.21795279571356158,-0.2428092441773949,-0.2428092441773949,-0.2428092441773949,0.08050145497163184,0.08050145497163184,0.08050145497163184,0.0,0.0,0.0,0.08063803000007524,0.08063803000007524,0.08063803000007524,0.1642535090410138,0.1642535090410138,0.1642535090410138,0.0,0.0,0.0,3207.554438478613
2015-02-06,3709.9304434001974,2289.3289257818524,3476.3677372645116,3709.9304434001974,3709.9304434001974,-0.15611536959256062,-0.15611536959256062,-0.15611536959256062,0.0,0.0,0.0,-0.22046465354349823,-0.22046465354349823,-0.22046465354349823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17395190767064012,-0.17395190767064012,-0.17395190767064012,-0.2428092441773949,-0.2428092441773949,-0.2428092441773949,0.0866938745848343,0.0866938745848343,0.0866938745848343,0.0,0.0,0.0,-0.020841136045878495,-0.020841136045878495,-0.020841136045878495,0.13044375976558098,0.13044375976558098,0.13044375976558098,0.0,0.0,0.0,2892.021913525496
2015-02-07,3710.122734137751,960.8272590649797,2130.4312804924666,3710.122734137751,3710.122734137751,-0.14855888960951547,-0.14855888960951547,-0.14855888960951547,0.0,0.0,0.0,-0.5883963349915433,-0.5883963349915433,-0.5883963349915433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1246807282133051,-0.1246807282133051,-0.1246807282133051,-0.21977171516134364,-0.21977171516134364,-0.21977171516134364,0.07121282555182817,0.07121282555182817,0.07121282555182817,-0.26144663826075343,-0.26144663826075343,-0.26144663826075343,-0.14555181645141288,-0.14555181645141288,-0.14555181645141288,0.09184173754344355,0.09184173754344355,0.09184173754344355,0.0,0.0,0.0,1527.1001150022944
2015-02-08,3710.315024875305,1162.0130513915483,2329.539334776674,3710.315024875305,3710.315024875305,-0.12106109041702036,-0.12106109041702036,-0.12106109041702036,0.0,0.0,0.0,-0.5316108710845742,-0.5316108710845742,-0.5316108710845742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0721721286947637,-0.0721721286947637,-0.0721721286947637,-0.17369665712924118,-0.17369665712924118,-0.17369665712924118,0.05263556671222082,0.05263556671222082,0.05263556671222082,-0.2469729175376183,-0.2469729175376183,-0.2469729175376183,-0.14072735249816842,-0.14072735249816842,-0.14072735249816842,0.049322618062996676,0.049322618062996676,0.049322618062996676,0.0,0.0,0.0,1737.8712225031607
2015-02-09,3710.5073156128587,2849.6277602022706,4070.7836282968474,3710.5073156128587,3710.5073156128587,-0.09888963611934837,-0.09888963611934837,-0.09888963611934837,0.0,0.0,0.0,-0.06937387827333581,-0.06937387827333581,-0.06937387827333581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018506208161811453,-0.018506208161811453,-0.018506208161811453,-0.1391403636051643,-0.1391403636051643,-0.1391403636051643,0.04025072748581592,0.04025072748581592,0.04025072748581592,0.0,0.0,0.0,0.044139914033275385,0.044139914033275385,0.044139914033275385,0.0038820519745486337,0.0038820519745486337,0.0038820519745486337,0.0,0.0,0.0,3453.09503276721
2015-02-10,3710.6996063504134,2869.174007670734,4080.4554007346837,3710.6996063504134,3710.6996063504134,-0.1471948292396728,-0.1471948292396728,-0.1471948292396728,0.0,0.0,0.0,-0.05836117613590028,-0.05836117613590028,-0.05836117613590028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03432567570726587,0.03432567570726587,0.03432567570726587,-0.19673418614529242,-0.19673418614529242,-0.19673418614529242,0.0495393569056196,0.0495393569056196,0.0495393569056196,0.0,0.0,0.0,0.09789314064151317,0.09789314064151317,0.09789314064151317,-0.043385163245006506,-0.043385163245006506,-0.043385163245006506,0.0,0.0,0.0,3494.138813036781
2015-02-11,3710.891897087967,2744.7785845964536,3951.5371203478912,3710.891897087967,3710.891897087967,-0.16936628353734481,-0.16936628353734481,-0.16936628353734481,0.0,0.0,0.0,-0.09168714002298338,-0.09168714002298338,-0.09168714002298338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453946297328017,0.08453946297328017,0.08453946297328017,-0.2312904796693693,-0.2312904796693693,-0.2312904796693693,0.061924196132024496,0.061924196132024496,0.061924196132024496,0.0,0.0,0.0,0.084449220320204,0.084449220320204,0.084449220320204,-0.09130953977912275,-0.09130953977912275,-0.09130953977912275,0.0,0.0,0.0,3370.6508321095084
